id,target,time_of_event,time_of_alert
t4Cvbdtebk0_001749__pre,0,,
Tsl84N96WM8_005523,1,2.700,
Tsl84N96WM8_005523__pre,0,,
IQwS7BEjUxM_000821,1,3.100,
IQwS7BEjUxM_000821__pre,0,,
uO2zGO5ydBc_000388,1,0.800,
IOoVklIZLMw_000390,1,3.300,
IOoVklIZLMw_000390__pre,0,,
pOJpwWmEcFg_002352,1,1.500,
9Q0FCoNxL8I_004360,1,2.000,
9Q0FCoNxL8I_004360__pre,0,,
OPj7lUQOre8_000751,1,3.100,
OPj7lUQOre8_000751__pre,0,,
bhA2ckvE-TQ_004500,1,3.600,
bhA2ckvE-TQ_004500__pre,0,,
W6YrlYyWguc_002877,1,2.800,
W6YrlYyWguc_002877__pre,0,,
4K_6s1n6BpU_006000,1,2.300,
4K_6s1n6BpU_006000__pre,0,,
hfwb3mZZ0fs_002930,1,5.000,
hfwb3mZZ0fs_002930__pre,0,,
hdOtS-BpUPY_004623,1,3.900,
hdOtS-BpUPY_004623__pre,0,,
88LcRU7uEFE_004584,1,0.500,
F9-aR2Ocso4_001309,1,1.700,
WWyeuvpHmfc_004541,1,3.600,
WWyeuvpHmfc_004541__pre,0,,
hdOtS-BpUPY_003210,1,2.300,
hdOtS-BpUPY_003210__pre,0,,
L334aqEJxys_005405,1,16.100,
L334aqEJxys_005405__pre,0,,
sdqIDbZJfy0_002204,1,5.700,
sdqIDbZJfy0_002204__pre,0,,
3tEZvtQZ18Q_001907,1,2.400,
3tEZvtQZ18Q_001907__pre,0,,
qYonJ4w6SZs_005555,1,2.400,
qYonJ4w6SZs_005555__pre,0,,
r6_ZhT7rmhM_002652,1,1.900,
xpOyD-qrQUw_000712,1,3.600,
xpOyD-qrQUw_000712__pre,0,,
DSBGS6aRzgc_001842,1,2.600,
DSBGS6aRzgc_001842__pre,0,,
L334aqEJxys_005655,1,4.300,
L334aqEJxys_005655__pre,0,,
8dI7OolIEXY_002008,1,3.200,
8dI7OolIEXY_002008__pre,0,,
Nc9SDBksPPA_003406,1,3.100,
Nc9SDBksPPA_003406__pre,0,,
9Q0FCoNxL8I_002344,1,3.900,
9Q0FCoNxL8I_002344__pre,0,,
a_VxrUq9PmA_004170,1,3.500,
a_VxrUq9PmA_004170__pre,0,,
HaC3LrJiTmQ_006147,1,6.100,
HaC3LrJiTmQ_006147__pre,0,,
dZG1VKsgs60_004470,1,2.100,
dZG1VKsgs60_004470__pre,0,,
Izf9l3VWQuo_001791,1,4.200,
Izf9l3VWQuo_001791__pre,0,,
HzVbo46kkBA_004225,1,4.100,
HzVbo46kkBA_004225__pre,0,,
T89zSiaMNgM_004715,1,3.000,
T89zSiaMNgM_004715__pre,0,,
nADqn-DZ-Dc_000314,1,3.700,
nADqn-DZ-Dc_000314__pre,0,,
u33fdjUY_Iw_004621,1,3.800,
u33fdjUY_Iw_004621__pre,0,,
CyeT8rEQOpQ_002093,1,4.200,
CyeT8rEQOpQ_002093__pre,0,,
Sihe6aeyLHg_005992,1,3.200,
Sihe6aeyLHg_005992__pre,0,,
OPj7lUQOre8_001150,1,2.500,
OPj7lUQOre8_001150__pre,0,,
Vtpe3HAIEm4_001304,1,2.900,
Vtpe3HAIEm4_001304__pre,0,,
8dI7OolIEXY_001208,1,4.800,
8dI7OolIEXY_001208__pre,0,,
yr0gNIxRluE_004553,1,4.500,
yr0gNIxRluE_004553__pre,0,,
4wKjxDXnmYs_005664,1,3.600,
4wKjxDXnmYs_005664__pre,0,,
D_pyFV4nKd4_001164,1,1.800,
JV0D-YkWHD8_004686,1,1.500,
JV0D-YkWHD8_002033,1,3.600,
JV0D-YkWHD8_002033__pre,0,,
6E2N9ld0eHg_005577,1,6.700,
6E2N9ld0eHg_005577__pre,0,,
fb5i7JlmJdg_003468,1,2.700,
fb5i7JlmJdg_003468__pre,0,,
jFFhYwgepmY_001951,1,4.700,
jFFhYwgepmY_001951__pre,0,,
Izf9l3VWQuo_004777,1,3.800,
Izf9l3VWQuo_004777__pre,0,,
yhtzAKqRyXw_000328,1,4.400,
yhtzAKqRyXw_000328__pre,0,,
sUbP4j8rAic_005758,1,3.300,
sUbP4j8rAic_005758__pre,0,,
h55PiQMnlJY_000934,1,3.200,
h55PiQMnlJY_000934__pre,0,,
vdLn-qswnRo_002769,1,5.400,
vdLn-qswnRo_002769__pre,0,,
t_bCDlNOhJc_005401,1,4.600,
t_bCDlNOhJc_005401__pre,0,,
uFwnmh0GpBo_001812,1,2.300,
uFwnmh0GpBo_001812__pre,0,,
Nc9SDBksPPA_003306,1,3.200,
Nc9SDBksPPA_003306__pre,0,,
hdOtS-BpUPY_003081,1,4.400,
hdOtS-BpUPY_003081__pre,0,,
3Sqeb-l1RPA_001295,1,4.700,
3Sqeb-l1RPA_001295__pre,0,,
Hkui6PJboFg_000906,1,10.500,
Hkui6PJboFg_000906__pre,0,,
9Q0FCoNxL8I_001963,1,2.700,
9Q0FCoNxL8I_001963__pre,0,,
mrIFkGZbNjc_002100,1,4.900,
mrIFkGZbNjc_002100__pre,0,,
Tsl84N96WM8_004367,1,2.300,
Tsl84N96WM8_004367__pre,0,,
88LcRU7uEFE_002635,1,2.500,
88LcRU7uEFE_002635__pre,0,,
Hkui6PJboFg_005752,1,3.800,
Hkui6PJboFg_005752__pre,0,,
uO2zGO5ydBc_003553,1,4.400,
uO2zGO5ydBc_003553__pre,0,,
hfwb3mZZ0fs_000740,1,2.500,
hfwb3mZZ0fs_000740__pre,0,,
OPj7lUQOre8_004997,1,13.400,
OPj7lUQOre8_004997__pre,0,,
eWWgJznGg6U_003751,1,4.600,
eWWgJznGg6U_003751__pre,0,,
r6_ZhT7rmhM_003846,1,3.800,
r6_ZhT7rmhM_003846__pre,0,,
nHvTqyRntbY_002461,1,2.600,
nHvTqyRntbY_002461__pre,0,,
gDjeTHGWX9c_000512,1,4.800,
gDjeTHGWX9c_000512__pre,0,,
xVfPBzDnI2Q_001384,1,1.500,
88LcRU7uEFE_005337,1,3.500,
88LcRU7uEFE_005337__pre,0,,
Izf9l3VWQuo_001889,1,5.300,
Izf9l3VWQuo_001889__pre,0,,
4wKjxDXnmYs_000720,1,0.900,
PEwiwzyTjX0_001169,1,3.100,
PEwiwzyTjX0_001169__pre,0,,
r6_ZhT7rmhM_004996,1,7.700,
r6_ZhT7rmhM_004996__pre,0,,
qzMjfBx1KI0_005715,1,5.900,
qzMjfBx1KI0_005715__pre,0,,
JV0D-YkWHD8_003035,1,3.600,
JV0D-YkWHD8_003035__pre,0,,
sUbP4j8rAic_002517,1,3.100,
sUbP4j8rAic_002517__pre,0,,
h55PiQMnlJY_001980,1,4.600,
h55PiQMnlJY_001980__pre,0,,
xpOyD-qrQUw_000633,1,2.900,
xpOyD-qrQUw_000633__pre,0,,
kjVywUi1WK4_003259,1,7.600,
kjVywUi1WK4_003259__pre,0,,
e3hXj7S3QyA_001344,1,7.600,
e3hXj7S3QyA_001344__pre,0,,
hdOtS-BpUPY_001328,1,4.500,
hdOtS-BpUPY_001328__pre,0,,
fWJbp43k644_003548,1,2.200,
fWJbp43k644_003548__pre,0,,
UbDCiQVuzPY_002416,1,3.500,
UbDCiQVuzPY_002416__pre,0,,
0qfbmt4G8Rw_001417,1,3.900,
0qfbmt4G8Rw_001417__pre,0,,
Vtpe3HAIEm4_002771,1,3.000,
Vtpe3HAIEm4_002771__pre,0,,
t_bCDlNOhJc_001632,1,3.100,
t_bCDlNOhJc_001632__pre,0,,
cfrLchAShxQ_004572,1,1.000,
Z9K13eBUwJM_006062,1,1.300,
HaC3LrJiTmQ_000182,1,3.400,
HaC3LrJiTmQ_000182__pre,0,,
UOjQsfDXjO0_004616,1,2.800,
UOjQsfDXjO0_004616__pre,0,,
HbxPs2D_eJw_005338,1,0.900,
ZIts2XH28SA_002126,1,2.400,
ZIts2XH28SA_002126__pre,0,,
9Q0FCoNxL8I_003976,1,4.200,
9Q0FCoNxL8I_003976__pre,0,,
J-j5eIHg8I0_003855,1,2.500,
J-j5eIHg8I0_003855__pre,0,,
eN6y6-4C1Rc_004177,1,3.400,
eN6y6-4C1Rc_004177__pre,0,,
UKBuDqU8qTM_000191,1,4.600,
UKBuDqU8qTM_000191__pre,0,,
xVfPBzDnI2Q_005155,1,3.900,
xVfPBzDnI2Q_005155__pre,0,,
cfrLchAShxQ_000987,1,0.200,
QeuzUfHIWYU_000976,1,3.400,
QeuzUfHIWYU_000976__pre,0,,
OWtbKblBOKI_002000,1,3.100,
OWtbKblBOKI_002000__pre,0,,
88LcRU7uEFE_002775,1,0.900,
88LcRU7uEFE_004892,1,3.400,
88LcRU7uEFE_004892__pre,0,,
yr0gNIxRluE_003508,1,3.700,
yr0gNIxRluE_003508__pre,0,,
vdLn-qswnRo_005153,1,3.600,
vdLn-qswnRo_005153__pre,0,,
8dI7OolIEXY_004373,1,3.500,
8dI7OolIEXY_004373__pre,0,,
bcpfYpmDcp0_001895,1,3.600,
bcpfYpmDcp0_001895__pre,0,,
WWyeuvpHmfc_000051,1,3.500,
WWyeuvpHmfc_000051__pre,0,,
ha-IeID24As_004012,1,2.000,
ha-IeID24As_004012__pre,0,,
krPRThe7R4g_001080,1,1.100,
hdOtS-BpUPY_001121,1,3.100,
hdOtS-BpUPY_001121__pre,0,,
UbDCiQVuzPY_000199,1,5.600,
UbDCiQVuzPY_000199__pre,0,,
3sGShQb_HwU_001706,1,5.100,
3sGShQb_HwU_001706__pre,0,,
RPNiqsdt6-w_003096,1,4.200,
RPNiqsdt6-w_003096__pre,0,,
Eq7_uD2yN5Y_002726,1,2.200,
Eq7_uD2yN5Y_002726__pre,0,,
Nc9SDBksPPA_001351,1,2.500,
Nc9SDBksPPA_001351__pre,0,,
oZaUkhs_H-s_004362,1,3.400,
oZaUkhs_H-s_004362__pre,0,,
Z9K13eBUwJM_001897,1,3.300,
Z9K13eBUwJM_001897__pre,0,,
HeK6zbf8I9Y_001586,1,4.100,
HeK6zbf8I9Y_001586__pre,0,,
OPj7lUQOre8_001901,1,4.200,
OPj7lUQOre8_001901__pre,0,,
0RJPQ_97dcs_004867,1,4.200,
0RJPQ_97dcs_004867__pre,0,,
nHvTqyRntbY_005216,1,3.200,
nHvTqyRntbY_005216__pre,0,,
JHfjuFrnpjA_000211,1,7.100,
JHfjuFrnpjA_000211__pre,0,,
QeuzUfHIWYU_002117,1,4.300,
QeuzUfHIWYU_002117__pre,0,,
cfrLchAShxQ_004183,1,3.100,
cfrLchAShxQ_004183__pre,0,,
a_VxrUq9PmA_002497,1,4.800,
a_VxrUq9PmA_002497__pre,0,,
t4Cvbdtebk0_003096,1,4.200,
t4Cvbdtebk0_003096__pre,0,,
T89zSiaMNgM_002366,1,4.800,
T89zSiaMNgM_002366__pre,0,,
Hx8FMhmdOQU_005071,1,3.800,
Hx8FMhmdOQU_005071__pre,0,,
a_VxrUq9PmA_000576,1,4.900,
a_VxrUq9PmA_000576__pre,0,,
ieP36TLihGM_005433,1,4.400,
ieP36TLihGM_005433__pre,0,,
3Sqeb-l1RPA_000361,1,10.600,
3Sqeb-l1RPA_000361__pre,0,,
xpOyD-qrQUw_004442,1,3.700,
xpOyD-qrQUw_004442__pre,0,,
8dI7OolIEXY_006220,1,2.600,
8dI7OolIEXY_006220__pre,0,,
ha-IeID24As_003628,1,2.500,
ha-IeID24As_003628__pre,0,,
sUbP4j8rAic_002989,1,3.000,
sUbP4j8rAic_002989__pre,0,,
y1vGuUK0db4_000052,1,7.100,
y1vGuUK0db4_000052__pre,0,,
Nc9SDBksPPA_000840,1,4.500,
Nc9SDBksPPA_000840__pre,0,,
88LcRU7uEFE_002033,1,4.900,
88LcRU7uEFE_002033__pre,0,,
QERvirE3S5s_001180,1,3.400,
QERvirE3S5s_001180__pre,0,,
qYonJ4w6SZs_005645,1,3.000,
qYonJ4w6SZs_005645__pre,0,,
xVfPBzDnI2Q_000589,1,2.500,
xVfPBzDnI2Q_000589__pre,0,,
uFwnmh0GpBo_000741,1,3.600,
uFwnmh0GpBo_000741__pre,0,,
HaC3LrJiTmQ_002330,1,3.800,
HaC3LrJiTmQ_002330__pre,0,,
Tsl84N96WM8_002122,1,3.500,
Tsl84N96WM8_002122__pre,0,,
DpQBo4gb6Lw_001047,1,5.500,
DpQBo4gb6Lw_001047__pre,0,,
uO2zGO5ydBc_004319,1,4.000,
uO2zGO5ydBc_004319__pre,0,,
lmykriTbncM_004162,1,2.600,
lmykriTbncM_004162__pre,0,,
ahKX0rtdMJc_001827,1,3.500,
ahKX0rtdMJc_001827__pre,0,,
hfwb3mZZ0fs_003876,1,1.900,
PEwiwzyTjX0_001311,1,3.100,
PEwiwzyTjX0_001311__pre,0,,
UOjQsfDXjO0_003347,1,5.500,
UOjQsfDXjO0_003347__pre,0,,
nHvTqyRntbY_004099,1,3.300,
nHvTqyRntbY_004099__pre,0,,
T89zSiaMNgM_005595,1,2.600,
T89zSiaMNgM_005595__pre,0,,
yr0gNIxRluE_000874,1,1.100,
mrIFkGZbNjc_001213,1,6.200,
mrIFkGZbNjc_001213__pre,0,,
PEwiwzyTjX0_003235,1,1.200,
ujVRDgGVzlQ_003313,1,5.600,
ujVRDgGVzlQ_003313__pre,0,,
bcpfYpmDcp0_000156,1,3.800,
bcpfYpmDcp0_000156__pre,0,,
mrIFkGZbNjc_000455,1,4.600,
mrIFkGZbNjc_000455__pre,0,,
JV0D-YkWHD8_002308,1,3.600,
JV0D-YkWHD8_002308__pre,0,,
u33fdjUY_Iw_001182,1,4.900,
u33fdjUY_Iw_001182__pre,0,,
3sGShQb_HwU_002370,1,2.800,
3sGShQb_HwU_002370__pre,0,,
fsqORUrKLYg_001335,1,4.200,
fsqORUrKLYg_001335__pre,0,,
RPNiqsdt6-w_004905,1,5.200,
RPNiqsdt6-w_004905__pre,0,,
bI9JzQSrEGo_003601,1,3.900,
bI9JzQSrEGo_003601__pre,0,,
6E2N9ld0eHg_004038,1,5.800,
6E2N9ld0eHg_004038__pre,0,,
4K_6s1n6BpU_002324,1,1.900,
krPRThe7R4g_002294,1,2.700,
krPRThe7R4g_002294__pre,0,,
GdyJqgxlSxs_004915,1,2.300,
GdyJqgxlSxs_004915__pre,0,,
HzVbo46kkBA_000447,1,3.800,
HzVbo46kkBA_000447__pre,0,,
3Sqeb-l1RPA_005580,1,2.200,
3Sqeb-l1RPA_005580__pre,0,,
W6YrlYyWguc_001276,1,2.200,
W6YrlYyWguc_001276__pre,0,,
Izf9l3VWQuo_001250,1,10.200,
Izf9l3VWQuo_001250__pre,0,,
3tEZvtQZ18Q_005270,1,3.300,
3tEZvtQZ18Q_005270__pre,0,,
p-fBcE77G4c_004624,1,3.500,
p-fBcE77G4c_004624__pre,0,,
3sGShQb_HwU_003679,1,4.400,
3sGShQb_HwU_003679__pre,0,,
ZIts2XH28SA_002206,1,4.200,
ZIts2XH28SA_002206__pre,0,,
0qfbmt4G8Rw_000306,1,6.500,
0qfbmt4G8Rw_000306__pre,0,,
xToi8YVZM8o_000810,1,4.200,
xToi8YVZM8o_000810__pre,0,,
D_pyFV4nKd4_004710,1,3.600,
D_pyFV4nKd4_004710__pre,0,,
Hx8FMhmdOQU_002333,1,3.500,
Hx8FMhmdOQU_002333__pre,0,,
t4Cvbdtebk0_000445,1,4.200,
t4Cvbdtebk0_000445__pre,0,,
lKMwX4nA64k_000148,1,3.600,
lKMwX4nA64k_000148__pre,0,,
K1r3m5OrmB4_006005,1,4.400,
K1r3m5OrmB4_006005__pre,0,,
h55PiQMnlJY_002226,1,3.800,
h55PiQMnlJY_002226__pre,0,,
Sihe6aeyLHg_004756,1,4.100,
Sihe6aeyLHg_004756__pre,0,,
IOoVklIZLMw_005100,1,4.400,
IOoVklIZLMw_005100__pre,0,,
fb5i7JlmJdg_002929,1,3.600,
fb5i7JlmJdg_002929__pre,0,,
Hx8FMhmdOQU_001889,1,1.900,
dZG1VKsgs60_003041,1,3.300,
dZG1VKsgs60_003041__pre,0,,
0qfbmt4G8Rw_000760,1,6.000,
0qfbmt4G8Rw_000760__pre,0,,
UjkeNSr2dXQ_005585,1,5.000,
UjkeNSr2dXQ_005585__pre,0,,
Hx8FMhmdOQU_001357,1,1.600,
EJ4VM9wLNXQ_001942,1,3.500,
EJ4VM9wLNXQ_001942__pre,0,,
3tEZvtQZ18Q_003265,1,13.500,
3tEZvtQZ18Q_003265__pre,0,,
f482qwPz7ns_001405,1,5.300,
f482qwPz7ns_001405__pre,0,,
Izf9l3VWQuo_004140,1,5.600,
Izf9l3VWQuo_004140__pre,0,,
yhtzAKqRyXw_003366,1,0.800,
Z9K13eBUwJM_005751,1,2.900,
Z9K13eBUwJM_005751__pre,0,,
5vKPYV5w6pw_003767,1,4.100,
5vKPYV5w6pw_003767__pre,0,,
p8q77QzOdUs_001132,1,5.600,
p8q77QzOdUs_001132__pre,0,,
4wKjxDXnmYs_004807,1,3.500,
4wKjxDXnmYs_004807__pre,0,,
ieP36TLihGM_002573,1,6.600,
ieP36TLihGM_002573__pre,0,,
V3--0ubJkNE_000340,1,2.100,
V3--0ubJkNE_000340__pre,0,,
3tEZvtQZ18Q_003774,1,7.100,
3tEZvtQZ18Q_003774__pre,0,,
LfKfK4I5RPE_000211,1,3.000,
LfKfK4I5RPE_000211__pre,0,,
CyeT8rEQOpQ_001010,1,2.600,
CyeT8rEQOpQ_001010__pre,0,,
1u69z-wsDIc_001151,1,3.400,
1u69z-wsDIc_001151__pre,0,,
2TmFM9p1KF8_005030,1,4.400,
2TmFM9p1KF8_005030__pre,0,,
GDejMONyY4U_005840,1,2.400,
GDejMONyY4U_005840__pre,0,,
d2SCftR5sWc_000711,1,3.600,
d2SCftR5sWc_000711__pre,0,,
3sGShQb_HwU_002137,1,4.600,
3sGShQb_HwU_002137__pre,0,,
WWyeuvpHmfc_004010,1,3.000,
WWyeuvpHmfc_004010__pre,0,,
DSBGS6aRzgc_002974,1,4.900,
DSBGS6aRzgc_002974__pre,0,,
DSBGS6aRzgc_001569,1,7.200,
DSBGS6aRzgc_001569__pre,0,,
ruiSuGHJf6Q_000881,1,7.400,
ruiSuGHJf6Q_000881__pre,0,,
UjkeNSr2dXQ_004340,1,3.000,
UjkeNSr2dXQ_004340__pre,0,,
ahKX0rtdMJc_003928,1,5.900,
ahKX0rtdMJc_003928__pre,0,,
dZG1VKsgs60_003143,1,2.700,
dZG1VKsgs60_003143__pre,0,,
kVhgFPPG-wo_000798,1,1.700,
3u_CIo9IaWo_001464,1,23.000,
3u_CIo9IaWo_001464__pre,0,,
Z9K13eBUwJM_004400,1,4.900,
Z9K13eBUwJM_004400__pre,0,,
OPj7lUQOre8_004807,1,4.000,
OPj7lUQOre8_004807__pre,0,,
lmykriTbncM_000371,1,6.700,
lmykriTbncM_000371__pre,0,,
sUbP4j8rAic_000600,1,4.000,
sUbP4j8rAic_000600__pre,0,,
LfKfK4I5RPE_004133,1,4.800,
LfKfK4I5RPE_004133__pre,0,,
DSBGS6aRzgc_000661,1,7.800,
DSBGS6aRzgc_000661__pre,0,,
3u_CIo9IaWo_004218,1,4.500,
3u_CIo9IaWo_004218__pre,0,,
t4Cvbdtebk0_001473,1,3.300,
t4Cvbdtebk0_001473__pre,0,,
1u69z-wsDIc_004789,1,3.100,
1u69z-wsDIc_004789__pre,0,,
xjbbH74SwTg_001012,1,7.300,
xjbbH74SwTg_001012__pre,0,,
88LcRU7uEFE_003061,1,1.500,
yhtzAKqRyXw_001650,1,2.900,
yhtzAKqRyXw_001650__pre,0,,
JHfjuFrnpjA_001583,1,6.900,
JHfjuFrnpjA_001583__pre,0,,
Hx8FMhmdOQU_001208,1,3.800,
Hx8FMhmdOQU_001208__pre,0,,
QeuzUfHIWYU_000221,1,3.700,
QeuzUfHIWYU_000221__pre,0,,
Hd2IzHAfkCI_003891,1,3.000,
Hd2IzHAfkCI_003891__pre,0,,
fb5i7JlmJdg_004882,1,3.000,
fb5i7JlmJdg_004882__pre,0,,
Z9K13eBUwJM_000871,1,4.300,
Z9K13eBUwJM_000871__pre,0,,
1u69z-wsDIc_001022,1,5.300,
1u69z-wsDIc_001022__pre,0,,
kld-iYpdjyo_005493,1,5.700,
kld-iYpdjyo_005493__pre,0,,
L334aqEJxys_001608,1,7.700,
L334aqEJxys_001608__pre,0,,
9Q0FCoNxL8I_004475,1,3.300,
9Q0FCoNxL8I_004475__pre,0,,
dZG1VKsgs60_000213,1,4.700,
dZG1VKsgs60_000213__pre,0,,
3sGShQb_HwU_004719,1,5.300,
3sGShQb_HwU_004719__pre,0,,
L334aqEJxys_001434,1,4.500,
L334aqEJxys_001434__pre,0,,
ecRog9N1Qf0_002665,1,1.300,
kVhgFPPG-wo_003295,1,4.000,
kVhgFPPG-wo_003295__pre,0,,
0z7J7rOpTic_006272,1,6.400,
0z7J7rOpTic_006272__pre,0,,
fTmYppzzloc_000052,1,5.300,
fTmYppzzloc_000052__pre,0,,
DSBGS6aRzgc_001205,1,2.900,
DSBGS6aRzgc_001205__pre,0,,
DyzL2sahobA_002942,1,2.900,
DyzL2sahobA_002942__pre,0,,
V3--0ubJkNE_002152,1,4.600,
V3--0ubJkNE_002152__pre,0,,
fsqORUrKLYg_000073,1,4.500,
fsqORUrKLYg_000073__pre,0,,
5vKPYV5w6pw_001084,1,4.500,
5vKPYV5w6pw_001084__pre,0,,
Z9K13eBUwJM_004745,1,3.600,
Z9K13eBUwJM_004745__pre,0,,
EY8x-fyQkbk_005102,1,5.700,
EY8x-fyQkbk_005102__pre,0,,
Z9K13eBUwJM_001488,1,2.400,
Z9K13eBUwJM_001488__pre,0,,
Hfs4AlBmg70_000145,1,2.400,
Hfs4AlBmg70_000145__pre,0,,
h55PiQMnlJY_000073,1,6.100,
h55PiQMnlJY_000073__pre,0,,
LfKfK4I5RPE_005555,1,6.500,
LfKfK4I5RPE_005555__pre,0,,
HzVbo46kkBA_000187,1,4.800,
HzVbo46kkBA_000187__pre,0,,
xjbbH74SwTg_005400,1,5.600,
xjbbH74SwTg_005400__pre,0,,
l1XbmdmGr0Q_004634,1,3.400,
l1XbmdmGr0Q_004634__pre,0,,
T89zSiaMNgM_000407,1,8.100,
T89zSiaMNgM_000407__pre,0,,
8dI7OolIEXY_000051,1,9.900,
8dI7OolIEXY_000051__pre,0,,
K1r3m5OrmB4_000139,1,1.900,
UKBuDqU8qTM_003310,1,3.000,
UKBuDqU8qTM_003310__pre,0,,
t_bCDlNOhJc_000075,1,5.200,
t_bCDlNOhJc_000075__pre,0,,
oZaUkhs_H-s_004803,1,3.700,
oZaUkhs_H-s_004803__pre,0,,
ha-IeID24As_003510,1,3.000,
ha-IeID24As_003510__pre,0,,
kVhgFPPG-wo_004652,1,0.700,
Z9K13eBUwJM_005670,1,2.500,
Z9K13eBUwJM_005670__pre,0,,
hfwb3mZZ0fs_002466,1,3.300,
hfwb3mZZ0fs_002466__pre,0,,
sUbP4j8rAic_000930,1,5.000,
sUbP4j8rAic_000930__pre,0,,
dZG1VKsgs60_003613,1,2.400,
dZG1VKsgs60_003613__pre,0,,
0z7J7rOpTic_001073,1,2.800,
0z7J7rOpTic_001073__pre,0,,
0qfbmt4G8Rw_000970,1,4.600,
0qfbmt4G8Rw_000970__pre,0,,
OPj7lUQOre8_000631,1,5.500,
OPj7lUQOre8_000631__pre,0,,
f482qwPz7ns_000186,1,4.600,
f482qwPz7ns_000186__pre,0,,
O9uvBFovKj8_000983,1,4.000,
O9uvBFovKj8_000983__pre,0,,
Pbw0A-RCjcw_001851,1,3.800,
Pbw0A-RCjcw_001851__pre,0,,
O9uvBFovKj8_001123,1,3.000,
O9uvBFovKj8_001123__pre,0,,
Sihe6aeyLHg_006155,1,4.500,
Sihe6aeyLHg_006155__pre,0,,
FqJ4IfRLKmA_001041,1,5.200,
FqJ4IfRLKmA_001041__pre,0,,
RPNiqsdt6-w_001034,1,9.100,
RPNiqsdt6-w_001034__pre,0,,
d2SCftR5sWc_000301,1,3.400,
d2SCftR5sWc_000301__pre,0,,
hdOtS-BpUPY_001221,1,3.100,
hdOtS-BpUPY_001221__pre,0,,
gXezhrOijmQ_001728,1,4.200,
gXezhrOijmQ_001728__pre,0,,
ha-IeID24As_006032,1,3.600,
ha-IeID24As_006032__pre,0,,
D_pyFV4nKd4_004430,1,5.800,
D_pyFV4nKd4_004430__pre,0,,
xjbbH74SwTg_003886,1,3.300,
xjbbH74SwTg_003886__pre,0,,
5vKPYV5w6pw_000518,1,5.900,
5vKPYV5w6pw_000518__pre,0,,
6E2N9ld0eHg_004289,1,2.300,
6E2N9ld0eHg_004289__pre,0,,
88LcRU7uEFE_001801,1,4.600,
88LcRU7uEFE_001801__pre,0,,
D_pyFV4nKd4_003103,1,4.000,
D_pyFV4nKd4_003103__pre,0,,
d2SCftR5sWc_003792,1,3.500,
d2SCftR5sWc_003792__pre,0,,
oZaUkhs_H-s_000831,1,3.000,
oZaUkhs_H-s_000831__pre,0,,
8dI7OolIEXY_005531,1,2.500,
8dI7OolIEXY_005531__pre,0,,
Eq7_uD2yN5Y_001088,1,5.100,
Eq7_uD2yN5Y_001088__pre,0,,
0qfbmt4G8Rw_003440,1,4.400,
0qfbmt4G8Rw_003440__pre,0,,
lmykriTbncM_001959,1,5.300,
lmykriTbncM_001959__pre,0,,
dZG1VKsgs60_002869,1,12.200,
dZG1VKsgs60_002869__pre,0,,
T89zSiaMNgM_001562,1,3.900,
T89zSiaMNgM_001562__pre,0,,
Tsl84N96WM8_001131,1,3.500,
Tsl84N96WM8_001131__pre,0,,
pQdl0apLT70_002924,1,1.000,
gXezhrOijmQ_001628,1,4.600,
gXezhrOijmQ_001628__pre,0,,
RPNiqsdt6-w_001804,1,5.300,
RPNiqsdt6-w_001804__pre,0,,
OPj7lUQOre8_000430,1,3.000,
OPj7lUQOre8_000430__pre,0,,
xVfPBzDnI2Q_002898,1,3.400,
xVfPBzDnI2Q_002898__pre,0,,
ahKX0rtdMJc_001928,1,3.700,
ahKX0rtdMJc_001928__pre,0,,
Nc9SDBksPPA_001139,1,4.600,
Nc9SDBksPPA_001139__pre,0,,
Hx8FMhmdOQU_000815,1,4.300,
Hx8FMhmdOQU_000815__pre,0,,
sdqIDbZJfy0_002738,1,2.300,
sdqIDbZJfy0_002738__pre,0,,
HaC3LrJiTmQ_005015,1,4.200,
HaC3LrJiTmQ_005015__pre,0,,
h55PiQMnlJY_000391,1,3.900,
h55PiQMnlJY_000391__pre,0,,
J-j5eIHg8I0_000274,1,6.700,
J-j5eIHg8I0_000274__pre,0,,
l1XbmdmGr0Q_003728,1,4.900,
l1XbmdmGr0Q_003728__pre,0,,
LfKfK4I5RPE_003543,1,3.600,
LfKfK4I5RPE_003543__pre,0,,
Nc9SDBksPPA_002268,1,6.800,
Nc9SDBksPPA_002268__pre,0,,
oZaUkhs_H-s_005415,1,3.700,
oZaUkhs_H-s_005415__pre,0,,
Pbw0A-RCjcw_002335,1,4.300,
Pbw0A-RCjcw_002335__pre,0,,
DSBGS6aRzgc_001091,1,4.300,
DSBGS6aRzgc_001091__pre,0,,
Rrcjy5t8b20_003610,1,1.900,
sdqIDbZJfy0_005200,1,4.100,
sdqIDbZJfy0_005200__pre,0,,
DSBGS6aRzgc_000291,1,4.400,
DSBGS6aRzgc_000291__pre,0,,
gZbGLa253Ak_001482,1,3.600,
gZbGLa253Ak_001482__pre,0,,
Hx8FMhmdOQU_002991,1,4.300,
Hx8FMhmdOQU_002991__pre,0,,
P5MjgFmqouA_001697,1,5.200,
P5MjgFmqouA_001697__pre,0,,
kVhgFPPG-wo_000508,1,1.700,
2SAby_5t94M_001001,1,3.200,
2SAby_5t94M_001001__pre,0,,
UOjQsfDXjO0_004376,1,5.100,
UOjQsfDXjO0_004376__pre,0,,
zRZ9PJguIfE_001741,1,3.100,
